symbol,entry_date,exit_date,entry_price,exit_price,qty,reason,sector,pnl,ret_pct,holding_days,ema13_gt_ema21
EICHERMOT,2025-09-29,2025-11-07,6985.0,6735.8369501690495,64,stop,NIFTY AUTO,-15946.435189180833,-3.567115960357204,39,True
RBLBANK,2025-10-23,2025-11-20,317.9,313.65,1749,rebalance,NIFTY MS FIN SERV,-7433.25,-1.3368983957219305,28,True
GVT&D,2025-10-29,2025-11-21,3066.5,2902.0,158,rebalance,NIFTY ENERGY,-25991.0,-5.364421979455402,23,True
BANKINDIA,2025-10-29,2025-12-03,136.3259259259259,135.04261241598502,2808,stop,NIFTY PSU BANK,-3603.544335913997,-0.94135689981536,35,True
INDIANB,2025-11-20,2025-12-03,863.95,828.7540281256752,635,stop,NIFTY PSU BANK,-22349.44214019629,-4.07384361066322,13,True
SBIN,2025-11-21,2025-12-04,972.6,947.0451380893868,471,stop,NIFTY PSU BANK,-12036.339959898827,-2.6274791189197177,13,True
CANBK,2025-11-06,2025-12-08,134.79,137.74350071247605,2770,stop,NIFTY PSU BANK,8181.196973558677,2.1911868183663863,32,True
HEROMOTOCO,2025-12-03,2025-12-09,6211.5,5996.097963765997,82,stop,NIFTY AUTO,-17662.966971188278,-3.4677941919665667,6,True
ABCAPITAL,2025-11-07,2025-12-16,338.1,348.05,1275,rebalance,NIFTY MS FIN SERV,12686.249999999984,2.942916296953557,39,True
HEROMOTOCO,2025-12-09,2025-12-18,6001.0,5741.171958763447,81,stop,NIFTY AUTO,-21046.07134016079,-4.329745729654277,9,True
MCX,2025-10-23,2026-01-05,1852.0,2199.0,206,rebalance,NIFTY MS FIN SERV,71482.0,18.7365010799136,74,True
NMDC,2026-01-05,2026-01-09,81.43,77.92451096293601,5563,stop,NIFTY METAL,-19501.03551318701,-4.304911011990664,4,True
LTF,2025-08-28,2026-01-12,216.44,298.0611786699451,2447,stop,NIFTY MS FIN SERV,199727.02420535564,37.71076449359874,137,True
EICHERMOT,2025-12-04,2026-01-20,7100.0,7223.608711532901,62,stop,NIFTY AUTO,7663.740115039862,1.740967768069024,47,True
NMDC,2026-01-09,2026-01-20,78.11,76.51,5549,rebalance,NIFTY METAL,-8878.399999999969,-2.048393291511963,11,True
NATIONALUM,2025-10-08,2026-01-30,223.62,386.7146736057631,2325,stop,NIFTY METAL,379195.1161333992,72.93384921105586,114,True
HINDZINC,2026-01-12,2026-01-30,628.25,647.2246923040271,1008,stop,NIFTY METAL,19126.489842459363,3.020245492085505,18,True
CANBK,2025-12-18,2026-01-30,145.05,142.71,3206,rebalance,NIFTY PSU BANK,-7502.040000000011,-1.613236814891417,43,True
MUTHOOTFIN,2025-10-23,2026-02-01,3182.1,3700.0,120,stop,NIFTY FINSEREXBNK,62148.000000000015,16.27541560604633,101,True
BANKBARODA,2025-11-04,2026-02-01,279.05,281.7606795602551,1777,stop,NIFTY PSU BANK,4816.877578573265,0.971395649616591,89,True
SBIN,2025-12-08,2026-02-01,967.5189759036144,1024.551936766317,498,stop,NIFTY PSU BANK,28402.414509625996,5.894764059737101,55,True
BANKINDIA,2026-01-20,2026-02-01,154.7,147.07184702545635,2881,stop,NIFTY PSU BANK,-21976.708719660222,-4.930932756653938,12,True
NATIONALUM,2026-01-30,2026-02-01,385.45,352.40908366071045,1699,stop,NIFTY METAL,-56136.516860452924,-8.572036928081339,2,True
MCX,2026-01-30,2026-02-01,2528.0,2300.0,259,stop,NIFTY MS FIN SERV,-59052.0,-9.018987341772156,2,True
SHRIRAMFIN,2025-12-16,2026-02-02,848.4,951.4016966590506,524,stop,NIFTY FINSEREXBNK,53972.88904934251,12.140699747648576,48,True
INDIANB,2026-01-20,2026-02-02,828.95,816.3347882249259,515,stop,NIFTY PSU BANK,-6496.834064163191,-1.5218302400716754,13,True
NATIONALUM,2026-02-02,2026-02-05,369.7,363.85,1363,rebalance,NIFTY METAL,-7973.549999999954,-1.5823640789829452,3,True
AUBANK,2026-02-01,2026-02-23,979.6,952.1480019915156,423,stop,NIFTY MS FIN SERV,-11612.195157588874,-2.8023681102985254,22,False
APLAPOLLO,2026-01-30,2026-03-04,2045.7,2131.603593202479,320,stop,NIFTY METAL,27489.149824793203,4.19922731595439,33,True
BANKINDIA,2026-02-01,2026-03-04,145.68,157.94769555088027,4274,stop,NIFTY PSU BANK,52432.13078446224,8.420988159582832,31,True
NMDC,2026-02-01,2026-03-04,78.01,76.2003039266588,7982,stop,NIFTY METAL,-14444.994057409462,-2.3198257573916137,31,True
SHRIRAMFIN,2026-02-02,2026-03-04,962.2377880184332,1017.8334958277889,434,stop,NIFTY FINSEREXBNK,24128.5371892603,5.77775145620143,30,True
INDIANB,2026-02-23,2026-03-04,962.25,904.6405812461828,418,stop,NIFTY PSU BANK,-24080.737039095533,-5.986949207983072,9,True
SBIN,2026-02-01,2026-03-05,1018.2,1155.7756478961394,611,stop,NIFTY PSU BANK,84058.72086454114,13.511652710286716,32,True
ASHOKLEY,2025-12-03,2026-03-06,162.67256576284908,196.09831677380544,2471,stop,NIFTY AUTO,82595.03074807317,20.547872257505205,93,True
BANKINDIA,2026-03-04,2026-03-06,158.22,154.53,4094,rebalance,NIFTY PSU BANK,-15106.859999999991,-2.3321956769055685,2,True
BANKBARODA,2026-03-04,2026-03-06,290.15196137598065,286.1,1657,rebalance,NIFTY PSU BANK,-6714.099999999895,-1.3964962900009703,2,True
FEDERALBNK,2026-02-01,2026-03-09,285.1270134228189,280.0,1490,stop,NIFTY MS FIN SERV,-7639.250000000147,-1.7981507122988627,36,True
UNIONBANK,2026-02-01,2026-03-09,164.51,176.3,2524,stop,NIFTY PSU BANK,29757.96000000005,7.166737584341387,36,True
INDIANB,2026-03-04,2026-03-09,919.4,861.4188914926905,681,stop,NIFTY PSU BANK,-39485.13489347777,-6.306407277279691,5,True
SBIN,2026-03-05,2026-03-09,1169.5,1115.0,562,stop,NIFTY PSU BANK,-30629.0,-4.660111158614788,4,True
NMDC,2026-03-06,2026-03-09,79.79,79.13,6405,rebalance,NIFTY METAL,-4227.300000000069,-0.827171324727427,3,False
POLYCAB,2026-03-09,2026-03-10,8228.5,7775.521208444848,51,stop,,-23101.918369312727,-5.5049983782603285,1,True
APLAPOLLO,2026-03-06,2026-03-11,2152.8,2044.7860826297376,301,stop,NIFTY METAL,-32512.18912844903,-5.017368885649509,5,True
BHARATFORG,2026-03-04,2026-03-12,1841.8,1756.5955505541774,234,stop,NIFTY AUTO,-19937.84117032248,-4.62615101779903,8,True
HINDALCO,2026-03-09,2026-03-13,945.35,910.05,450,rebalance,NIFTY METAL,-15885.000000000033,-3.7340667477653855,4,True
INDIANB,2026-03-10,2026-03-13,910.35,852.15,435,rebalance,NIFTY PSU BANK,-25317.00000000002,-6.393145493491515,3,True
SHRIRAMFIN,2026-03-11,2026-03-13,1031.7,1003.6,597,rebalance,NIFTY FINSEREXBNK,-16775.700000000015,-2.723659978675974,2,True
NMDC,2026-03-12,2026-03-13,80.87,78.59,5087,rebalance,NIFTY METAL,-11598.360000000006,-2.819339680969457,1,False
GVT&D,2026-03-06,2026-03-16,3869.0,3540.6845371914637,111,stop,NIFTY ENERGY,-36443.01637174757,-8.485796402391744,10,True
BEL,2026-03-09,2026-03-16,457.35,430.6249874173866,1382,stop,NIFTY IND DEFENCE,-36933.96738917176,-5.843448689759145,7,True
CUMMINSIND,2026-03-13,2026-03-19,4649.7,4505.7,88,rebalance,,-12672.0,-3.096973998322472,6,True
NATIONALUM,2026-03-04,2026-03-20,373.5,360.7363913325298,1734,stop,NIFTY METAL,-22132.09742939329,-3.417298170674743,16,True
MCX,2026-02-05,2026-03-23,2410.4,2376.0932455428715,205,stop,NIFTY MS FIN SERV,-7032.884663711361,-1.4232805533159865,46,True
TORNTPHARM,2026-03-09,2026-03-23,4373.7,4169.716714372011,109,stop,NIFTY PHARMA,-22234.17813345081,-4.663860933031283,14,True
BSE,2026-03-13,2026-03-23,2797.0,2691.168043343008,146,stop,NIFTY MS FIN SERV,-15451.46567192085,-3.783766773578556,10,False
GVT&D,2026-03-16,2026-03-23,3522.3,3461.0,166,rebalance,NIFTY ENERGY,-10175.80000000003,-1.7403401186724676,7,True
BHARATFORG,2026-03-19,2026-03-23,1712.4,1648.6,231,rebalance,NIFTY AUTO,-14737.800000000045,-3.7257650081756735,4,True
NATIONALUM,2026-03-20,2026-03-23,368.5,349.75,1635,rebalance,NIFTY METAL,-30656.25,-5.0881953867028535,3,True
COALINDIA,2026-03-13,2026-03-24,467.0,441.1510658203922,1178,stop,NIFTY ENERGY,-30450.044463577982,-5.535103678716869,11,True
MCX,2026-03-24,2026-03-27,2419.0,2398.2,215,rebalance,NIFTY MS FIN SERV,-4472.000000000039,-0.8598594460520914,3,True
TATAPOWER,2026-03-23,2026-03-30,386.9434653465346,378.75,1010,rebalance,NIFTY COMMODITIES,-8275.39999999994,-2.1174838394535933,7,True
TORNTPHARM,2026-03-23,2026-04-01,4213.9,4111.3,138,rebalance,NIFTY PHARMA,-14158.799999999925,-2.43479911720732,9,True
SUNPHARMA,2026-03-23,2026-04-01,1758.4,1728.5,330,rebalance,NIFTY PHARMA,-9867.00000000003,-1.7004094631483224,9,True
LUPIN,2026-03-23,2026-04-02,2296.7,2201.1240891633684,168,stop,NIFTY MIDSML HLTH,-16056.753020554086,-4.161445153334409,10,True
GLENMARK,2026-03-23,2026-04-08,2089.0,2173.5,185,rebalance,NIFTY MIDSML HLTH,15632.5,4.044997606510292,16,True
ONGC,2026-03-23,2026-04-09,265.45,288.6,2020,rebalance,NIFTY OIL AND GAS,46763.00000000007,8.721039743831248,17,False
COALINDIA,2026-03-30,2026-04-10,450.4437353629977,434.1,854,rebalance,NIFTY ENERGY,-13957.550000000016,-3.628363340390739,11,True
AUROPHARMA,2026-03-13,2026-04-13,1296.5,1339.8,317,rebalance,NIFTY MIDSML HLTH,13726.099999999986,3.339760894716548,31,True
SHRIRAMFIN,2026-04-13,2026-04-27,1004.1,974.65,423,rebalance,NIFTY FINSEREXBNK,-12457.35000000002,-2.932974803306443,14,False
INDIANB,2026-04-08,2026-04-28,936.55,877.4,429,rebalance,NIFTY PSU BANK,-25375.34999999999,-6.315733276386737,20,False
NATIONALUM,2026-03-27,2026-04-30,371.0,399.79447966096217,1390,stop,NIFTY METAL,40024.32672873741,7.761315272496549,34,True
ABB,2026-03-09,2026-05-11,5982.5,6662.0,105,stop,NIFTY ENERGY,71347.5,11.358127872962797,63,True
SIEMENS,2026-04-27,2026-05-11,3856.0,3609.005019257718,106,stop,NIFTY ENERGY,-26181.467958681915,-6.405471492279102,14,True
GVT&D,2026-04-01,2026-05-12,3798.7,4233.513680237785,155,stop,NIFTY ENERGY,67396.12043685665,11.446381136646355,41,True
ANGELONE,2026-04-09,2026-05-14,281.8,295.7296166197632,2070,stop,NIFTY MS FIN SERV,28834.306402909784,4.9430860964383205,35,True
ADANIENSOL,2026-04-30,2026-05-15,1342.25,1303.6,414,rebalance,NIFTY COMMODITIES,-16001.10000000004,-2.8794933879679685,15,True
COALINDIA,2026-04-28,2026-05-27,467.0,429.0,806,stop,NIFTY ENERGY,-30628.0,-8.13704496788008,29,True
MCX,2026-04-02,2026-05-29,2443.0,3130.921334302808,151,stop,NIFTY MS FIN SERV,103876.12147972397,28.15887573896061,57,False
PNBHOUSING,2026-05-11,2026-05-29,1072.8,1030.5,592,rebalance,NIFTY MS FIN SERV,-25041.599999999973,-3.942953020134221,18,True
BSE,2026-04-01,2026-06-01,2867.6,4047.402659762728,191,stop,NIFTY MS FIN SERV,225342.30801468107,41.142511499606925,61,False
HINDZINC,2026-05-29,2026-06-03,632.95,610.55,725,rebalance,NIFTY METAL,-16240.000000000064,-3.538984121968569,5,True
BHEL,2026-05-12,2026-06-05,391.75,383.9688858637407,1659,stop,NIFTY ENERGY,-12908.868352054187,-1.986244833761153,24,True
NATIONALUM,2026-05-14,2026-06-05,416.45,394.5863398871996,1469,stop,NIFTY METAL,-32117.71670570379,-5.250008431456454,22,False
SAIL,2026-05-27,2026-06-05,206.06,192.21835200678484,1678,stop,NIFTY METAL,-23226.28533261504,-6.717290106384144,9,True
BSE,2026-06-01,2026-06-08,4066.6,3809.957444970533,164,stop,NIFTY MS FIN SERV,-42089.3790248326,-6.310985959510818,7,True
SAIL,2026-06-05,2026-06-08,190.56,183.78,2314,rebalance,NIFTY METAL,-15688.920000000002,-3.5579345088161185,3,True
ADANIPOWER,2026-03-16,2026-06-10,153.91563309352517,222.6207685861744,2780,stop,NIFTY COMMODITIES,191000.27666956483,44.63817879428875,86,True
ABB,2026-05-29,2026-06-10,7253.0,6795.309502176154,86,stop,NIFTY ENERGY,-39361.38281285078,-6.310361199832437,12,True
COALINDIA,2026-06-03,2026-06-10,472.3,451.0,937,rebalance,NIFTY ENERGY,-19958.10000000001,-4.509845437222104,7,True
NMDC,2026-04-10,2026-06-16,86.63701275691,87.61382069743662,5644,stop,NIFTY METAL,5513.104016332279,1.127471861555751,67,True
ZYDUSLIFE,2026-06-10,2026-06-17,1098.3,1061.4,520,rebalance,NIFTY PHARMA,-19187.999999999927,-3.359737776563765,7,True
ADANIENSOL,2026-06-05,2026-06-23,1579.0,1493.7,278,rebalance,NIFTY COMMODITIES,-23713.399999999987,-5.40215326155794,18,True
GVT&D,2026-05-15,2026-06-29,4342.6,4826.673115213523,124,stop,NIFTY ENERGY,60025.06628647675,11.147080440600622,45,True
CUMMINSIND,2026-06-17,2026-06-29,5833.0,5511.526614799545,94,stop,NIFTY INFRALOG,-30218.498208842742,-5.511287248421992,12,True
CGPOWER,2026-06-05,2026-07-03,937.85,897.0961271009405,703,stop,NIFTY ENERGY,-28649.97264803883,-4.345457471776881,28,True
BSE,2026-06-08,2026-07-03,3916.8,3790.307377130976,159,stop,NIFTY MS FIN SERV,-20112.32703617485,-3.2294889417132437,25,True
GVT&D,2026-06-29,2026-07-03,4956.5,4436.592797161138,128,stop,NIFTY ENERGY,-66548.12196337432,-10.48940185289744,4,True
BHEL,2026-06-10,2026-07-07,377.3,376.45,1122,rebalance,NIFTY ENERGY,-953.7000000000256,-0.2252849191624717,27,True
ADANIGREEN,2026-07-03,2026-07-07,1556.2,1519.0,345,rebalance,NIFTY COMMODITIES,-12834.000000000016,-2.39043824701195,4,True
MOTILALOFS,2026-07-03,2026-07-08,968.35,917.281787563464,653,stop,NIFTY CAPITAL MKT,-33347.542721058075,-5.273734954978682,5,True
ADANIPOWER,2026-06-10,2026-07-08,220.58,216.48,2875,rebalance,NIFTY COMMODITIES,-11787.500000000064,-1.85873605947956,28,True
AUROPHARMA,2026-07-03,2026-07-17,1620.5,1540.5153458547677,390,stop,NIFTY MIDSML HLTH,-31194.015116640687,-4.935800934602441,14,True
ANGELONE,2026-06-16,2026-07-17,348.25,328.95,1419,rebalance,NIFTY MS FIN SERV,-27386.70000000001,-5.5419956927494685,31,True
CUMMINSIND,2026-07-08,2026-07-17,5498.5,5448.0,110,rebalance,NIFTY INFRALOG,-5555.0,-0.9184322997181082,9,False
ADANIENT,2026-06-08,2026-07-22,2969.874305555556,3147.7,144,rebalance,NIFTY METAL,25606.89999999997,5.98765052486554,44,True
NAM-INDIA,2026-05-11,2026-07-23,1065.6,1114.766342294409,419,stop,NIFTY CAPITAL MKT,20600.69742135741,4.613958548649499,73,True
OFSS,2026-06-29,2026-07-23,10874.5,10734.01926516402,44,stop,NIFTY MS IT TELCM,-6181.15233278308,-1.2918362668258632,24,True
CGPOWER,2026-07-07,2026-07-23,910.5,883.8,588,rebalance,NIFTY ENERGY,-15699.600000000028,-2.9324546952224084,16,True
ZYDUSLIFE,2026-07-08,2026-07-28,1148.0,1095.2262499251003,530,stop,NIFTY PHARMA,-27970.08753969671,-4.597016557046995,20,True
ADANIENSOL,2026-07-07,2026-07-28,1650.3602362204724,1649.5,254,rebalance,NIFTY COMMODITIES,-218.49999999999363,-0.0521241485096912,21,True
CUMMINSIND,2026-07-22,2026-07-28,5586.0,5455.5,81,rebalance,NIFTY INFRALOG,-10570.5,-2.336197636949522,6,False
PHOENIXLTD,2026-07-28,2026-07-29,2023.2,1917.5436337135395,216,stop,NIFTY REALTY,-22821.77511787552,-5.222240326535232,1,True
BHEL,2026-07-17,2026-08-05,422.0,412.4,1463,rebalance,NIFTY ENERGY,-14044.800000000034,-2.274881516587679,19,True
LUPIN,2026-07-29,2026-08-05,2447.0,2388.0,169,rebalance,NIFTY MIDSML HLTH,-9971.0,-2.411115651818552,7,True
TORNTPHARM,2026-07-23,2026-08-06,5065.2,4956.0,90,rebalance,NIFTY PHARMA,-9827.999999999984,-2.155887230514097,14,True
SUNPHARMA,2026-07-28,2026-08-17,1976.4106796116507,1914.606292428644,206,stop,NIFTY PHARMA,-12731.703759699409,-3.127102470178456,20,True
ABB,2026-07-17,2026-08-21,7506.0,7424.0,82,rebalance,NIFTY ENERGY,-6724.0,-1.092459365840659,35,True
