symbol,entry_date,exit_date,entry_price,exit_price,qty,reason,sector,pnl,ret_pct,holding_days,ema13_gt_ema21
ADANIENT,2021-06-18,2021-07-02,1442.1,1378.7,153,rebalance,NIFTY METAL,-9700.19999999998,-4.396366410096375,14,True
NMDC,2021-05-21,2021-07-06,21.4,20.75,10822,stop,NIFTY METAL,-7034.299999999985,-3.037383177570085,46,True
HINDZINC,2021-05-20,2021-07-13,344.6,334.85,533,rebalance,NIFTY METAL,-5196.75,-2.8293673824724364,54,True
APLAPOLLO,2021-06-18,2021-07-14,774.95,736.4795932185466,237,stop,NIFTY METAL,-9117.486407204467,-4.964243729460405,26,True
VEDL,2021-07-06,2021-07-20,120.05,113.05,1871,rebalance,NIFTY METAL,-13097.0,-5.8309037900874605,14,False
SAIL,2021-07-14,2021-07-20,124.5,122.85,1409,rebalance,NIFTY METAL,-2324.850000000008,-1.3253012048192847,6,False
MOTILALOFS,2021-07-20,2021-07-30,263.6,235.6407830222218,858,stop,NIFTY CAPITAL MKT,-23989.00816693372,-10.606683223739845,10,True
COFORGE,2021-06-17,2021-08-04,795.5,940.0373492923136,189,stop,NIFTY MS IT TELCM,27317.559016247247,18.169371375526524,48,True
NATIONALUM,2021-07-02,2021-08-09,77.35,83.17420124376115,2727,stop,NIFTY METAL,15882.596791736662,7.529671937635629,38,True
NMDC,2021-08-04,2021-08-09,21.7,21.15,8192,rebalance,NIFTY METAL,-4505.600000000006,-2.5345622119815725,5,True
SAIL,2021-07-30,2021-08-10,142.05,131.73224394223593,1428,stop,NIFTY METAL,-14733.755650487115,-7.263467833695236,11,True
TATAELXSI,2021-02-26,2021-08-11,2657.85,4152.656439167594,58,stop,NIFTY MS IT TELCM,86698.77347172044,56.24118889958402,166,True
ADANIENT,2021-08-09,2021-08-11,1447.8,1393.2,159,rebalance,NIFTY METAL,-8681.399999999985,-3.771239121425607,2,True
APLAPOLLO,2021-07-20,2021-08-16,804.6,790.9898425623547,196,stop,NIFTY METAL,-2667.590857778476,-1.6915433056978957,27,True
VEDL,2021-08-09,2021-08-17,138.85,135.1203699600447,1223,stop,NIFTY METAL,-4561.337538865309,-2.6860857327729804,8,True
SAIL,2021-08-11,2021-08-18,134.75,128.4,1836,rebalance,NIFTY METAL,-11658.59999999999,-4.712430426716141,7,True
TATASTEEL,2021-06-18,2021-08-20,103.24,131.36693810821885,1428,stop,NIFTY METAL,40165.26761853652,27.24422521137044,63,True
JSWSTEEL,2021-08-11,2021-08-20,749.1,704.9629688008201,287,stop,NIFTY METAL,-12667.327954164628,-5.89200790270723,9,True
VEDL,2021-08-18,2021-08-20,132.25,118.67565484097808,1784,stop,NIFTY METAL,-24216.6317636951,-10.264155129695208,2,True
APLAPOLLO,2021-08-16,2021-08-23,809.7,771.7,192,rebalance,NIFTY METAL,-7296.0,-4.693096208472269,7,True
JSWENERGY,2021-06-18,2021-08-24,157.95,213.85,934,stop,NIFTY COMMODITIES,52210.600000000006,35.39094650205763,67,True
FORTIS,2021-08-23,2021-09-17,280.0,267.95,529,rebalance,NIFTY MIDSML HLTH,-6374.450000000006,-4.303571428571429,25,True
TATASTEEL,2021-08-20,2021-09-20,130.9,127.8142169381122,1854,stop,NIFTY METAL,-5721.041796739973,-2.3573590999906746,31,True
HINDALCO,2021-08-24,2021-09-20,420.85,445.6327590045394,475,stop,NIFTY METAL,11771.810527156214,5.888739219327399,27,True
ADANIENSOL,2021-09-17,2021-09-21,1820.35,1642.9,77,stop,NIFTY COMMODITIES,-13663.649999999989,-9.748125360507586,4,True
OFSS,2021-07-13,2021-09-28,3551.5,4009.346561439125,50,stop,NIFTY MS IT TELCM,22892.32807195626,12.891639066285387,77,True
COFORGE,2021-08-10,2021-09-28,962.5,1035.6279281148863,195,stop,NIFTY MS IT TELCM,14259.945982402838,7.597706817131056,49,True
WIPRO,2021-08-20,2021-09-28,296.4942446043166,309.3019029866056,556,stop,NIFTY IT,7121.058060552679,4.319698818903328,39,True
APLAPOLLO,2021-09-20,2021-09-28,918.55,841.2440287415419,207,stop,NIFTY METAL,-16002.336050500817,-8.416087448528442,8,True
PERSISTENT,2021-06-17,2021-09-29,1277.9,1719.0382757017164,176,stop,NIFTY MS IT TELCM,77640.33652350208,34.52056308801286,104,True
TECHM,2021-09-20,2021-09-29,1343.2,1313.3,192,stop,NIFTY IT,-5740.8000000000175,-2.2260273972602773,9,True
MPHASIS,2021-06-17,2021-10-11,1894.9,2809.8092375024626,79,stop,NIFTY MS IT TELCM,72277.82976269454,48.282718745182464,116,True
SRF,2021-08-20,2021-10-20,1777.8,2266.7534433871665,110,stop,,53784.87877258832,27.503287399435617,61,True
PRESTIGE,2021-09-21,2021-10-20,432.66164556962025,425.990575187642,395,stop,NIFTY REALTY,-2635.072800881416,-1.5418677505364409,29,True
PHOENIXLTD,2021-09-28,2021-10-21,485.2,454.3,351,rebalance,NIFTY REALTY,-10845.899999999992,-6.368507831821924,23,True
TATAELXSI,2021-08-17,2021-10-22,4715.25,5706.607498305167,35,stop,NIFTY MS IT TELCM,34697.51244068083,21.024494953717543,66,True
PERSISTENT,2021-09-29,2021-10-22,1771.4,1881.6844272320789,144,stop,NIFTY MS IT TELCM,15880.957521419345,6.225834212040127,23,True
MPHASIS,2021-10-20,2021-10-22,3260.8,2958.505721536964,54,stop,NIFTY MS IT TELCM,-16323.891037003965,-9.270555644720202,2,True
COFORGE,2021-09-28,2021-10-25,1043.0,1035.1009274940286,163,stop,NIFTY MS IT TELCM,-1287.5488184733365,-0.7573415633721381,27,True
DLF,2021-09-28,2021-10-25,410.1924528301887,394.5948907824424,424,stop,NIFTY REALTY,-6613.366308244429,-3.8024985443121606,27,True
INDHOTEL,2021-09-29,2021-10-28,179.7,191.7799498947488,1424,stop,NIFTY IND TOURISM,17201.84865012226,6.722287086671552,29,True
JSWENERGY,2021-10-20,2021-10-29,376.2,340.9577314686096,637,stop,NIFTY COMMODITIES,-22449.32505449567,-9.367960800475917,9,True
ADANIENSOL,2021-10-25,2021-11-09,1869.9,1859.8,89,rebalance,NIFTY COMMODITIES,-898.9000000000121,-0.5401358361409758,15,True
BANKBARODA,2021-10-25,2021-11-16,83.25,83.5,2024,rebalance,NIFTY PSU BANK,506.0,0.3003003003003046,22,True
GODREJPROP,2021-10-11,2021-11-18,2368.95,2178.774868438123,93,stop,NIFTY REALTY,-17686.28723525453,-8.027823785300525,38,True
DLF,2021-11-09,2021-11-18,437.2931937172775,405.8022757336561,382,stop,NIFTY REALTY,-12029.53066974337,-7.201328178910826,9,True
OBEROIRLTY,2021-09-28,2021-11-22,886.6,897.5908565663126,268,stop,NIFTY REALTY,2945.549559771769,1.239663497215493,55,True
GMRAIRPORT,2021-10-21,2021-11-22,41.18861202185793,37.89209611848706,4575,stop,NIFTY IND TOURISM,-15081.560257921716,-8.00346440812688,32,True
TATAELXSI,2021-10-22,2021-11-22,6032.3,6016.765068713109,42,stop,NIFTY MS IT TELCM,-652.4671140494283,-0.2575291561575432,31,True
PRESTIGE,2021-10-29,2021-11-22,426.1,445.2969607527541,509,stop,NIFTY REALTY,9771.253023151798,4.505271239792075,24,False
LTM,2021-11-16,2021-11-22,7291.3,6831.100821883274,23,stop,NIFTY IT,-10584.581096684702,-6.311620398512286,6,True
DLF,2021-11-18,2021-11-22,415.9,400.45,408,rebalance,NIFTY REALTY,-6303.599999999995,-3.714835296946384,4,True
INDIGO,2021-11-22,2021-11-25,2162.8,2071.6,75,rebalance,NIFTY IND TOURISM,-6840.00000000002,-4.216756056963211,3,True
PERSISTENT,2021-10-22,2021-11-26,1935.95,1947.6639852783076,107,stop,NIFTY MS IT TELCM,1253.39642477888,0.6050768500378334,35,True
MPHASIS,2021-10-22,2021-11-26,3055.1,2890.980386400409,55,stop,NIFTY MS IT TELCM,-9026.578747977508,-5.371988268783056,35,True
INDHOTEL,2021-10-28,2021-11-26,193.25,188.8446873600904,1280,stop,NIFTY IND TOURISM,-5638.800179084283,-2.2795925691640906,29,True
PHOENIXLTD,2021-11-18,2021-11-26,540.9,482.54025441238286,347,stop,NIFTY REALTY,-20250.831718903137,-10.789377997340932,8,True
COFORGE,2021-11-22,2021-11-26,1085.5,1053.5,224,rebalance,NIFTY MS IT TELCM,-7168.0,-2.947950253339471,4,True
PRESTIGE,2021-11-25,2021-11-26,467.45,440.2,335,rebalance,NIFTY REALTY,-9128.75,-5.829500481334904,1,True
ADANIENSOL,2021-11-26,2021-11-30,1993.85,1800.406665658964,111,stop,NIFTY COMMODITIES,-21472.210111854973,-9.70200036818396,4,True
VEDL,2021-11-26,2021-11-30,160.25,153.0,980,rebalance,NIFTY METAL,-7105.0,-4.524180967238689,4,True
BHARTIARTL,2021-11-26,2021-12-03,738.7007042253521,718.35,213,rebalance,NIFTY INFRA,-4334.699999999986,-2.75493228975503,7,True
COFORGE,2021-11-30,2021-12-06,1086.5,1025.0,142,rebalance,NIFTY MS IT TELCM,-8733.0,-5.660377358490565,6,True
APOLLOHOSP,2021-11-26,2021-12-09,5687.6,5215.024152646725,41,stop,NIFTY HEALTHCARE,-19375.60974148428,-8.308879797335877,13,True
BSE,2021-11-26,2021-12-17,168.5,216.244085734321,931,stop,NIFTY MS FIN SERV,44449.74381865285,28.33476898179288,21,True
BEL,2021-12-06,2021-12-17,69.3,67.1,2100,rebalance,NIFTY IND DEFENCE,-4620.000000000006,-3.1746031746031744,11,False
IEX,2021-11-22,2021-12-20,256.5,250.0,951,stop,NIFTY MS FIN SERV,-6181.5,-2.5341130604288558,28,True
GMRAIRPORT,2021-12-03,2021-12-20,42.43224273689926,38.8494659736582,3683,stop,NIFTY IND TOURISM,-13195.36681901684,-8.443524386528512,17,False
MPHASIS,2021-12-17,2021-12-20,3063.2,2834.274671099007,52,stop,NIFTY MS IT TELCM,-11904.117102851636,-7.473404573680886,3,False
PRESTIGE,2021-12-09,2021-12-20,467.5,432.7,457,rebalance,NIFTY REALTY,-15903.600000000006,-7.443850267379681,11,False
BSE,2021-12-17,2021-12-20,217.5,212.5,828,rebalance,NIFTY MS FIN SERV,-4140.0,-2.298850574712641,3,True
PHOENIXLTD,2021-12-20,2021-12-21,505.9,479.1,396,rebalance,NIFTY REALTY,-10612.79999999998,-5.2974896224550205,1,True
BLUESTARCO,2021-12-20,2021-12-28,503.4,506.6,311,rebalance,NIFTY CONSR DURBL,995.200000000014,0.6356773937227,8,True
SIEMENS,2021-12-20,2022-01-05,1794.2,1770.7,87,rebalance,NIFTY ENERGY,-2044.5,-1.3097759447107338,16,True
TATAELXSI,2022-01-05,2022-01-07,5963.8,5799.55,25,rebalance,NIFTY MS IT TELCM,-4106.25,-2.7541165029008385,2,False
PERSISTENT,2021-11-30,2022-01-10,2069.4,2227.517529412348,94,stop,NIFTY MS IT TELCM,14863.047764760642,7.640742698963332,41,True
COFORGE,2021-12-21,2022-01-10,1079.5,1115.7168973923715,176,stop,NIFTY MS IT TELCM,6374.173941057423,3.354969651910311,20,False
GMRAIRPORT,2022-01-10,2022-01-11,48.45,43.75,3458,stop,NIFTY IND TOURISM,-16252.60000000001,-9.70072239422085,1,True
WIPRO,2021-12-20,2022-01-13,318.3,316.95,734,stop,NIFTY IT,-990.9000000000168,-0.4241281809613695,24,True
LTM,2021-11-22,2022-01-17,6829.6,7023.913781180731,34,stop,NIFTY IT,6606.6685601448535,2.845170744710246,56,True
PERSISTENT,2022-01-10,2022-01-17,2246.9,2188.9,106,rebalance,NIFTY MS IT TELCM,-6148.0,-2.581334282789616,7,True
TECHM,2021-11-22,2022-01-18,1448.5,1577.039660467374,116,stop,NIFTY IT,14910.600614215386,8.873984153771076,57,True
LTM,2022-01-17,2022-01-18,7103.0,6869.5,30,rebalance,NIFTY IT,-7005.0,-3.287343376038298,1,True
INFY,2021-12-20,2022-01-20,1760.8,1791.7441157716448,88,stop,NIFTY IT,2723.082187904749,1.7573895826695107,31,True
SRF,2022-01-18,2022-01-21,2615.15,2469.8005425373512,63,stop,,-9157.015820146877,-5.557977839230976,3,True
GMRAIRPORT,2022-01-17,2022-01-21,44.85,42.3,5600,rebalance,NIFTY IND TOURISM,-14280.000000000024,-5.685618729096998,4,True
KEI,2021-11-22,2022-01-24,1032.6,1089.5086993601697,158,stop,NIFTY EV,8991.57449890682,5.511204663971503,63,True
PGEL,2021-11-26,2022-01-24,56.8,72.34315228731624,4141,stop,NIFTY CONSR DURBL,64364.193621776576,27.36470473119057,59,True
PRESTIGE,2021-12-28,2022-01-24,477.8260115606937,458.9879693325548,346,stop,NIFTY REALTY,-6517.962610936051,-3.942448040157831,27,True
TITAN,2022-01-18,2022-01-24,2600.6,2479.1268769178823,86,stop,NIFTY CONSR DURBL,-10446.688585062113,-4.670965280401351,6,True
INDHOTEL,2022-01-20,2022-01-24,209.45,195.3920152096166,752,stop,NIFTY IND TOURISM,-10571.604562368306,-6.711857145086364,4,True
SUZLON,2022-01-07,2022-01-25,9.81391289893617,9.8,15040,stop,NIFTY ENERGY,-209.24999999998815,-0.1417670920808467,18,True
TIINDIA,2022-01-21,2022-01-25,1783.0,1654.478301070194,90,stop,NIFTY AUTO,-11566.95290368254,-7.208171560841614,4,True
TCS,2022-01-24,2022-01-27,3771.35,3649.25,41,rebalance,NIFTY IT,-5006.099999999997,-3.2375674493218543,3,True
PRESTIGE,2022-01-24,2022-02-04,480.75,469.95,485,rebalance,NIFTY REALTY,-5238.0000000000055,-2.246489859594392,11,True
GMRAIRPORT,2022-02-04,2022-02-07,43.15,42.4,5282,rebalance,NIFTY IND TOURISM,-3961.5,-1.7381228273464666,3,False
SUZLON,2022-01-25,2022-02-08,10.100928173639868,9.7,14006,rebalance,NIFTY ENERGY,-5615.400000000007,-3.969221112631616,14,True
PGEL,2022-01-25,2022-02-11,75.59746621621622,71.35,2072,rebalance,NIFTY CONSR DURBL,-8800.750000000018,-5.618529864569865,17,True
POWERGRID,2022-01-21,2022-02-14,157.75,149.86483646453857,1464,stop,NIFTY ENERGY,-11543.879415915531,-4.998518881433556,24,True
INDHOTEL,2022-01-24,2022-02-14,195.25,199.74525172785985,1090,stop,NIFTY IND TOURISM,4899.824383367239,2.3023056224634297,21,True
ADANIENSOL,2022-01-13,2022-02-14,2019.7,1915.25,115,rebalance,NIFTY COMMODITIES,-12011.750000000004,-5.171560132692976,32,True
SIEMENS,2022-02-07,2022-02-14,1840.35,1775.3,121,rebalance,NIFTY ENERGY,-7871.049999999995,-3.5346537343440065,7,True
TATAELXSI,2022-01-11,2022-02-15,5956.417307692308,6767.268859691011,26,stop,NIFTY MS IT TELCM,21082.14035196628,13.613074942743577,35,True
ONGC,2022-01-24,2022-02-15,149.8,142.96449015294857,1558,stop,NIFTY OIL AND GAS,-10649.724341706144,-4.563090685615112,22,True
BANKBARODA,2022-01-27,2022-02-15,89.8,90.97337127661508,1666,stop,NIFTY PSU BANK,1954.836546840733,1.306649528524595,19,True
AMBER,2022-02-14,2022-02-17,3462.2,3405.3,65,rebalance,NIFTY CONSR DURBL,-3698.499999999976,-1.6434636936052072,3,True
ADANIENSOL,2022-02-15,2022-02-21,1926.95,1895.9,78,rebalance,NIFTY COMMODITIES,-2421.8999999999965,-1.6113547315706134,6,True
ADANIPOWER,2022-02-17,2022-02-21,26.4,24.05,8391,rebalance,NIFTY COMMODITIES,-19718.84999999998,-8.901515151515149,4,True
INDIGO,2022-02-08,2022-02-22,2182.6,1996.0,62,stop,NIFTY IND TOURISM,-11569.199999999992,-8.549436451938053,14,True
NATIONALUM,2022-02-14,2022-02-22,116.81,107.41,1676,stop,NIFTY METAL,-15754.400000000009,-8.047256228062672,8,True
TATAELXSI,2022-02-15,2022-02-22,7111.05,6422.9,31,stop,NIFTY MS IT TELCM,-21332.650000000016,-9.67719253837338,7,True
BANKBARODA,2022-02-15,2022-02-22,96.0,86.99319641410868,1858,stop,NIFTY PSU BANK,-16734.64106258607,-9.38208706863679,7,True
OIL,2022-02-14,2022-02-22,150.5,147.0,1501,rebalance,NIFTY OIL AND GAS,-5253.5,-2.3255813953488413,8,True
TMPV,2022-02-21,2022-02-22,340.45,329.3,599,rebalance,NIFTY AUTO,-6678.849999999987,-3.275077103833157,1,False
INDIGO,2022-02-22,2022-02-23,2066.05,2039.4,69,rebalance,NIFTY IND TOURISM,-1838.8500000000065,-1.2899010188524018,1,True
BSE,2022-01-24,2022-02-24,217.5,217.38009715224163,720,stop,NIFTY MS FIN SERV,-86.33005038602505,-0.0551277460958066,31,True
MARUTI,2022-02-14,2022-02-24,8366.4,8210.15,27,rebalance,NIFTY AUTO,-4218.75,-1.867589405240011,10,True
ONGC,2022-02-21,2022-02-24,147.65,141.55,987,rebalance,NIFTY OIL AND GAS,-6020.699999999994,-4.131391804944117,3,True
BANKBARODA,2022-02-22,2022-02-24,91.05,87.0,2345,rebalance,NIFTY PSU BANK,-9497.249999999993,-4.448105436573313,2,True
INDHOTEL,2022-02-22,2022-02-24,204.45,194.3,1044,rebalance,NIFTY IND TOURISM,-10596.599999999977,-4.964539007092183,2,True
SIEMENS,2022-02-22,2022-02-24,1833.4980769230767,1741.25,78,rebalance,NIFTY ENERGY,-7195.349999999984,-5.031261176880253,2,True
TITAN,2022-02-23,2022-02-24,2495.7,2406.6,56,rebalance,NIFTY CONSR DURBL,-4989.599999999995,-3.5701406419040738,1,True
SIEMENS,2022-02-25,2022-02-28,1821.5,1788.3,80,rebalance,NIFTY ENERGY,-2656.000000000004,-1.8226736206423344,3,True
MARUTI,2022-02-25,2022-03-02,8356.1,7799.802399920904,16,stop,NIFTY AUTO,-8900.761601265534,-6.657383229964886,5,True
VOLTAS,2022-02-25,2022-03-03,1252.3,1197.15,127,rebalance,NIFTY CONSR DURBL,-7004.049999999983,-4.403896829833098,6,True
JSWENERGY,2022-02-28,2022-03-03,340.2,337.35,423,rebalance,NIFTY COMMODITIES,-1205.5499999999856,-0.8377425044091558,3,True
BANKBARODA,2022-02-25,2022-03-04,92.9,87.05,2252,rebalance,NIFTY PSU BANK,-13174.20000000002,-6.297093649085051,7,True
TITAN,2022-02-25,2022-03-04,2468.45,2441.0,56,rebalance,NIFTY CONSR DURBL,-1537.1999999999898,-1.11203386740667,7,False
CHOLAFIN,2022-02-24,2022-03-07,647.85,607.9316163173553,315,stop,NIFTY FINSEREXBNK,-12574.29086003309,-6.161670708133782,11,True
BLUESTARCO,2022-02-11,2022-03-07,520.669298245614,504.1,285,rebalance,NIFTY CONSR DURBL,-4722.249999999972,-3.1823075225376085,24,True
VEDL,2022-03-03,2022-03-09,180.55,165.8767947236847,797,stop,NIFTY METAL,-11694.544605223306,-8.126948366832076,6,True
GAIL,2022-03-07,2022-03-10,95.54,88.32365255593476,2030,stop,NIFTY OIL AND GAS,-14649.185311452457,-7.553221105364505,3,True
ONGC,2022-03-04,2022-03-15,149.35,148.95559285171984,1294,stop,NIFTY OIL AND GAS,-510.3628498745165,-0.2640824561634725,11,False
OIL,2022-03-04,2022-03-15,163.1,149.03376550392542,855,stop,NIFTY OIL AND GAS,-12026.63049414376,-8.624300733338174,11,True
NATIONALUM,2022-02-22,2022-03-15,113.09,111.28,1397,rebalance,NIFTY METAL,-2528.570000000004,-1.600495180829431,21,True
BEL,2022-03-07,2022-03-15,71.39853535353535,68.5,1980,rebalance,NIFTY IND DEFENCE,-5739.099999999995,-4.059656601053552,8,True
OIL,2022-03-15,2022-03-17,152.05,146.6,888,rebalance,NIFTY OIL AND GAS,-4839.600000000015,-3.58434725419271,2,True
POWERGRID,2022-03-03,2022-03-21,159.85,150.3862754329009,945,stop,NIFTY ENERGY,-8943.219715908643,-5.920378209007882,18,False
PERSISTENT,2022-03-15,2022-03-21,2163.45,2215.35,62,rebalance,NIFTY MS IT TELCM,3217.8000000000056,2.398946127712676,6,True
TITAN,2022-03-15,2022-03-25,2556.95,2523.9,55,rebalance,NIFTY CONSR DURBL,-1817.749999999985,-1.2925555838010028,10,True
ONGC,2022-03-17,2022-03-30,153.95,146.45,846,rebalance,NIFTY OIL AND GAS,-6345.0,-4.8717115946736005,13,True
NATIONALUM,2022-03-21,2022-03-30,120.2294916739702,114.36,1141,rebalance,NIFTY METAL,-6697.090000000001,-4.88190675369956,9,True
HINDALCO,2022-02-24,2022-03-31,517.65,572.5605906471086,395,stop,NIFTY METAL,21689.683305607905,10.607667467808104,35,True
BSE,2022-03-10,2022-04-12,291.0,297.0746261336518,616,stop,NIFTY MS FIN SERV,3741.969698329512,2.087500389571062,33,True
TATAELXSI,2022-03-09,2022-04-18,6993.0,7934.491467371794,18,stop,NIFTY MS IT TELCM,16946.84641269229,13.463341446758092,40,False
SUZLON,2022-04-12,2022-04-19,10.4,9.8,17607,rebalance,NIFTY ENERGY,-10564.199999999992,-5.769230769230771,7,True
NATIONALUM,2022-03-31,2022-04-20,119.26,116.76,1794,rebalance,NIFTY METAL,-4485.0,-2.096260271675332,20,True
BANKBARODA,2022-03-15,2022-04-25,92.05,95.1042684313862,2187,stop,NIFTY PSU BANK,6679.6850594416,3.3180537005824906,41,False
VEDL,2022-03-21,2022-04-25,182.55703324808184,181.4883794448132,782,stop,NIFTY METAL,-835.6872741560699,-0.585380789912604,35,True
COALINDIA,2022-04-18,2022-04-29,176.35,172.46687264204326,809,stop,NIFTY ENERGY,-3141.4500325870013,-2.201943497565484,11,True
HAL,2022-04-19,2022-05-02,845.3,786.916160704457,204,stop,NIFTY IND DEFENCE,-11910.303216290771,-6.906877948130008,13,True
BDL,2022-04-20,2022-05-02,390.2,357.4,537,rebalance,NIFTY IND DEFENCE,-17613.600000000006,-8.40594566888775,12,True
BANKBARODA,2022-04-25,2022-05-02,96.95,98.45,1529,rebalance,NIFTY PSU BANK,2293.5,1.547189272821048,7,True
BEL,2022-04-25,2022-05-04,81.95,76.84427623516973,2461,stop,NIFTY IND DEFENCE,-12565.186185247305,-6.230291354277329,9,True
ADANIENT,2022-03-30,2022-05-04,1936.2,2185.0,63,rebalance,NIFTY METAL,15674.399999999998,12.849912199152968,35,True
VEDL,2022-04-29,2022-05-04,186.55,180.2,748,rebalance,NIFTY METAL,-4749.8000000000175,-3.4039131600107297,5,True
CGPOWER,2022-05-02,2022-05-04,192.6,180.5,1061,rebalance,NIFTY ENERGY,-12838.099999999991,-6.282450674974038,2,True
ADANIPOWER,2022-03-25,2022-05-05,28.65,51.151169504948186,4845,stop,NIFTY COMMODITIES,109018.16625147396,78.53811345531653,41,True
JINDALSTEL,2022-03-02,2022-05-06,444.4157627118644,513.0,295,stop,NIFTY METAL,20232.35000000001,15.43244930594463,65,True
APLAPOLLO,2022-05-04,2022-05-06,977.75,949.95,149,rebalance,NIFTY METAL,-4142.199999999993,-2.84326259268729,2,True
KEI,2022-05-04,2022-05-06,1240.6,1164.0,117,rebalance,NIFTY EV,-8962.19999999999,-6.174431726583906,2,True
BEL,2022-05-04,2022-05-09,77.05,75.15,2806,rebalance,NIFTY IND DEFENCE,-5331.399999999976,-2.4659312134977185,5,True
ADANIPORTS,2022-05-04,2022-05-09,812.5516203703703,792.6,216,rebalance,NIFTY MOBILITY,-4309.54999999998,-2.455428045454655,5,True
ADANIENSOL,2022-02-22,2022-05-10,1969.1,2482.55,108,rebalance,NIFTY COMMODITIES,55452.60000000003,26.07536437966584,77,True
GAIL,2022-05-09,2022-05-10,92.09,87.6,2313,rebalance,NIFTY OIL AND GAS,-10385.37000000002,-4.875665110218275,1,True
NTPC,2022-05-06,2022-05-11,157.9227201257862,150.40104348591566,1272,stop,NIFTY COMMODITIES,-9567.572685915302,-4.7628844246600295,5,True
NHPC,2022-05-06,2022-05-11,33.7487400839944,30.714120511152217,4286,stop,NIFTY COMMODITIES,-13006.379489201592,-8.991801072542483,5,True
ITC,2022-05-06,2022-05-11,219.9,209.21367823069272,656,stop,NIFTY FMCG,-7010.227080665578,-4.859627907825049,5,True
TIINDIA,2022-05-10,2022-05-11,1804.0,1678.4833892316517,114,stop,NIFTY AUTO,-14308.893627591706,-6.957683523744363,1,True
GODFRYPHLP,2022-05-09,2022-05-11,392.0,376.0,431,rebalance,,-6896.0,-4.081632653061229,2,True
ADANIPOWER,2022-05-05,2022-05-12,55.65,48.70633847875975,3915,stop,NIFTY COMMODITIES,-27184.434855655585,-12.477379193603324,7,True
HAL,2022-05-02,2022-05-12,787.6,758.5,189,rebalance,NIFTY IND DEFENCE,-5499.900000000004,-3.694768918232605,10,True
UPL,2022-05-11,2022-05-12,759.85,733.75,194,rebalance,,-5063.400000000004,-3.4348884648285893,1,True
PHOENIXLTD,2022-05-11,2022-05-12,527.55,516.5,252,rebalance,NIFTY REALTY,-2784.5999999999885,-2.0945881906928143,1,True
NTPC,2022-05-11,2022-05-13,152.55,144.15,1310,rebalance,NIFTY COMMODITIES,-11004.000000000007,-5.506391347099315,2,True
NHPC,2022-05-12,2022-05-13,31.3,31.15,6270,rebalance,NIFTY COMMODITIES,-940.5000000000134,-0.4792332268370725,1,True
TIINDIA,2022-05-13,2022-05-16,1725.0,1729.15,114,rebalance,NIFTY AUTO,473.1000000000104,0.240579710144928,3,True
NTPC,2022-05-17,2022-05-18,150.5,148.5,856,rebalance,NIFTY COMMODITIES,-1712.0,-1.3289036544850474,1,False
POWERGRID,2022-03-30,2022-05-19,159.2569536423841,163.7,906,stop,NIFTY ENERGY,4025.399999999991,2.7898601951114044,50,True
UPL,2022-05-17,2022-05-23,784.05,759.0,171,rebalance,,-4283.549999999992,-3.1949493017026875,6,False
POWERGRID,2022-05-19,2022-05-23,167.65,164.9,884,rebalance,NIFTY ENERGY,-2431.0,-1.6403220996122905,4,True
COLPAL,2022-05-10,2022-05-24,1589.9,1551.05,129,rebalance,NIFTY FMCG,-5011.650000000018,-2.443549908799303,14,True
BDL,2022-05-23,2022-05-25,386.4,353.75,356,rebalance,NIFTY IND DEFENCE,-11623.399999999992,-8.449792960662517,2,True
BEL,2022-05-23,2022-05-25,77.15,75.45,1789,rebalance,NIFTY IND DEFENCE,-3041.300000000005,-2.2034996759559333,2,False
POWERGRID,2022-05-24,2022-05-25,166.7,165.1,1200,rebalance,NIFTY ENERGY,-1919.9999999999927,-0.959808038392318,1,False
BAJAJ-AUTO,2022-05-16,2022-06-02,3624.0,3597.5,38,rebalance,NIFTY AUTO,-1007.0,-0.7312362030905128,17,False
ADANIPOWER,2022-05-13,2022-06-03,50.95,57.115706972570166,3867,stop,NIFTY COMMODITIES,23842.78886292882,12.101485716526316,21,True
NHPC,2022-05-16,2022-06-13,31.8518571090608,31.45,4227,rebalance,NIFTY COMMODITIES,-1698.6500000000133,-1.2616442039308562,28,True
NTPC,2022-05-25,2022-06-13,152.6636363636364,148.9,880,rebalance,NIFTY COMMODITIES,-3312.000000000014,-2.465312928005725,19,False
BAJAJ-AUTO,2022-06-13,2022-06-14,3785.5,3571.064950225659,34,stop,NIFTY AUTO,-7290.791692327602,-5.66464270966428,1,True
ITC,2022-05-11,2022-06-16,210.8,216.2899270152972,948,stop,NIFTY FMCG,5204.450810501758,2.6043297036514312,36,True
COALINDIA,2022-06-03,2022-06-16,183.4,170.89033299426754,1095,stop,NIFTY ENERGY,-13698.085371277051,-6.820974376080957,13,True
OIL,2022-06-13,2022-06-16,189.75,170.3958032988685,696,stop,NIFTY OIL AND GAS,-13470.520903987534,-10.19984015869908,3,True
TATAELXSI,2022-05-18,2022-06-16,8437.7,7991.9,15,rebalance,NIFTY MS IT TELCM,-6687.000000000016,-5.283430318688753,29,False
SIEMENS,2022-05-25,2022-06-16,1787.6,1783.85,108,rebalance,NIFTY ENERGY,-405.0,-0.2097784739315322,22,True
BEL,2022-06-14,2022-06-16,80.45,77.45,1553,rebalance,NIFTY IND DEFENCE,-4659.0,-3.729024238657552,2,True
