symbol,entry_date,entry_price,ema13,ema21,atr,dist13_atr,dist21_atr,nearest_ema_dist_atr,dist13_pct,dist21_pct,ret_pct,pnl,win
BEL,2024-04-16,233.45,222.74540752815707,216.85276379225928,7.404173242291239,1.4457512164491648,2.241605600601081,1.4457512164491648,4.58538979303616,7.109546458659545,0.2784322124651961,662.3500000000058,True
RECLTD,2024-05-02,553.9,469.3480502415804,462.1174451194373,19.512161379303052,4.333294918732354,4.7038640720713945,4.333294918732354,15.264840180252682,16.57023919129133,-7.04537330900995,-13775.585933787956,False
360ONE,2024-04-25,838.75,767.8378215594122,749.7766920914277,42.63641115808114,1.6631835680932399,2.086791676219885,1.6631835680932399,8.454507116612556,10.607845950351397,-10.166655417724268,-19612.74913271733,False
BAJAJ-AUTO,2024-02-21,8029.0,7836.68183346911,7652.130843044336,180.70141029444463,1.064287025859492,2.0855905681177203,1.064287025859492,2.3952941403772607,4.693849258384158,5.411632830987667,13904.0,True
MOTILALOFS,2024-04-29,622.6854838709677,564.6559152440168,532.236350340417,29.02068698518127,1.9995932093744824,3.1167123499432132,1.9995932093744824,9.319242238666948,14.525653138445977,-9.174271654157906,-15938.393337731128,False
BLUESTARCO,2024-04-19,1422.45,1373.2741127013342,1349.873023911671,51.188045493382084,0.9606908571069325,1.4178501130251644,0.9606908571069325,3.457125895368265,5.102251473748043,-2.457028366550673,-6291.000000000008,False
JINDALSTEL,2024-04-19,927.25,893.4947164889122,876.4006899032552,28.94264464258075,1.166281932005157,1.756899230346585,1.166281932005157,3.640364897394207,5.483883536990545,5.521703963332447,12236.80000000001,True
CUMMINSIND,2024-02-26,2733.55,2620.5053732602164,2527.638663950811,89.41338890435128,1.2642919379860624,2.302913898828508,1.2642919379860624,4.135451216907822,7.532744454983052,34.74053885972452,60777.59999999998,True
HAL,2024-04-01,3403.35,3222.754632564814,3185.8415096694284,113.82726454678422,1.5865739034865343,1.9108645999410199,1.5865739034865343,5.3064000891823015,6.391011513084798,35.26966077541247,55216.1,True
KFINTECH,2024-05-06,780.4,713.0627133544997,688.0560890243004,30.571334515174204,2.2026283024078372,3.020604512042624,2.2026283024078372,8.628560564518233,11.832894794425885,-5.164018452075858,-9389.899999999989,False
ABB,2024-05-07,6888.45,6614.27717472511,6507.6622045764325,185.70313031349448,1.4764038969727942,2.0505189911486195,1.4764038969727942,3.9801816849202636,5.527916954083536,20.566310272993206,38250.9,True
OFSS,2024-05-07,7222.5,7079.298073591237,7155.937748008354,236.13668958047617,0.6064365798604936,0.28188017757808603,0.28188017757808603,1.982719645673424,0.9215957354329665,1.5714780200761558,3972.5,True
OIL,2024-03-15,370.45,391.6971414357381,383.27097917346447,23.36424609297256,-0.9093869903265903,-0.5487435426953811,0.5487435426953811,-5.735495056212206,-3.4609202789754296,19.48980969091645,46207.99999999999,True
360ONE,2024-05-16,764.6,760.6225069007004,758.41677633243,33.25424058254005,0.11960859817042391,0.18593790022727164,0.11960859817042391,0.5202057414726178,0.8086873747802796,4.087104368297156,9906.25,True
ZYDUSLIFE,2024-05-18,1103.95,1011.4627767740849,998.3509807304296,33.86216220548659,2.7312852222688164,3.1184960555312844,2.7312852222688164,8.37784530331221,9.56556177993301,-6.134727515827088,-15712.043263345777,False
COCHINSHIP,2024-05-28,1909.4,1644.46748613756,1524.420785224095,119.10312864593374,2.224395923721061,3.2323182367472474,2.224395923721061,13.875170936547612,20.162313542259618,5.690269194511366,14341.79999999998,True
BDL,2024-05-29,1540.8,1313.9400337688949,1218.4757260749666,89.76915526729964,2.5271482788893276,3.590590475818446,2.5271482788893276,14.723518057574319,20.91928049876904,0.4380841121495393,1005.75,True
CUMMINSIND,2024-05-21,3749.1,3590.8525768058207,3476.2009731340318,105.65709408457441,1.4977453673627277,2.582874621249029,1.4977453673627277,4.220944311812947,7.279054356137957,-5.636397753304767,-15637.249924517027,False
SUPREMEIND,2024-05-09,5400.75,4901.893991661864,4700.444807900993,254.65315163698057,1.9589626326293332,2.7500354407446084,1.9589626326293332,9.236791340797783,12.966813722149839,-2.280238855714478,-5295.449999999984,False
GODFRYPHLP,2024-05-09,1150.3202614379086,1092.5951575853096,1078.1825442283257,52.66468504758722,1.096087516719016,1.369755029283856,1.096087516719016,5.018176745008575,6.271098547756624,8.491525520031363,14944.999999999987,True
ADANIPOWER,2024-05-16,128.0444097222222,122.31696229530161,120.95173831860673,4.751673771442877,1.2053536716560884,1.4926680039024958,1.2053536716560884,4.473016384975846,5.539227693737062,36.59323384708919,67472.05000000002,True
TRENT,2024-05-03,3015.8,2866.366487173911,2805.394711554454,116.1174255678632,1.28691720553824,1.812004420667921,1.28691720553824,4.9550206521019,6.976765317512646,-7.058361013097891,-16816.418063207497,False
MOTILALOFS,2024-05-14,567.15,570.6793874313422,558.594989453279,28.513814242467678,-0.12377815894183873,0.3000303808523574,0.12377815894183873,-0.6223022888728255,1.508421149029525,-9.790107604629162,-22931.657850497228,False
RECLTD,2024-05-15,528.7,509.02592756893773,496.8834290712164,22.82409640340584,0.8619869143264977,1.3939903848301267,0.8619869143264977,3.721216650475187,6.017887446336981,-4.833416885255892,-11397.206682267151,False
OBEROIRLTY,2024-05-16,1711.5284403669727,1527.674702918046,1507.6147618746768,65.21974312986276,2.8189889844068388,3.1265636555217915,2.8189889844068388,10.742079016198307,11.914127377782536,-4.581281689030703,-8546.68335547826,False
HAL,2024-05-29,5051.75,4741.55380735095,4518.27882930486,185.56031735028475,1.6716731091997905,2.8749205558217463,1.6716731091997905,6.140371012996493,10.560126108677988,-7.346377684971928,-20411.6349085313,False
ABB,2024-05-31,8317.95,8163.810752867774,7916.508747646875,210.59253711118805,0.731931193985497,1.906246336455758,0.731931193985497,1.8530917729996808,4.826204201192907,-5.063568237635185,-10529.6268555594,False
SIEMENS,2024-06-03,5541.35,5352.521384482712,5208.512893114699,150.0291902095528,1.258612509029359,2.2184823261420794,1.258612509029359,3.4076283850918676,6.00642635612804,-5.41489673850426,-13502.62711885975,False
CUMMINSIND,2024-06-03,3712.25,3679.8014449492894,3614.4286028944316,125.23078468483568,0.25911005135337034,0.7811289959713371,0.25911005135337034,0.874094014430888,2.6350972349806288,-6.7468939152716345,-13024.001607222915,False
COCHINSHIP,2024-05-30,1957.15,1734.8812143051464,1604.555607623219,124.00728949572857,1.7923848396227526,2.843336015250347,1.7923848396227526,11.35675782105887,18.015706122513915,-12.672231509667489,-29265.72032099196,False
BDL,2024-06-04,1436.85,1412.6613218510988,1317.5059497814127,98.18856579522453,0.24634923580967025,1.2154577190533888,0.24634923580967025,1.6834518668546536,8.305950531968348,-9.158924035215922,-24082.799999999985,False
PHOENIXLTD,2024-06-04,1628.85,1576.5984796739112,1559.156253369763,86.36309175303856,0.6050214190513886,0.8069853130030507,0.6050214190513886,3.207877970720979,4.27870869817583,-1.5348251834116144,-2700.0,False
OBEROIRLTY,2024-06-04,1745.25,1767.0800508534885,1715.8186041878732,78.56088362077608,-0.27787430394577894,0.3746316799871557,0.27787430394577894,-1.250826578054061,1.6863713400445075,9.313851883684276,16417.549999999996,True
MOTILALOFS,2024-06-05,561.0253731343283,563.3816875072674,563.4792226133611,32.42311254283506,-0.07267391031092726,-0.0756821071940868,0.07267391031092726,-0.42000139134080033,-0.4373865419532904,0.751930744503615,1413.2049587961528,True
MAZDOCK,2024-06-14,1938.8,1611.4939205518624,1540.6469722806578,124.45895801557614,2.6298314293067993,3.1990708749908783,2.6298314293067993,16.881889800295934,20.536054658517752,44.04528574375903,84541.05,True
RVNL,2024-06-04,351.5,356.47006999089797,338.6526269009508,23.470065070900993,-0.21176208825513804,0.5473940127664081,0.21176208825513804,-1.4139601681075302,3.6550136839400302,39.70128022759602,104662.5,True
COCHINSHIP,2024-06-06,1853.0,1795.0819552827288,1698.5163970563478,136.55617458264703,0.42413347396618684,1.1312824441355087,0.42413347396618684,3.125636520090188,8.336945652652572,53.13545601726928,91567.8,True
ABB,2024-06-04,7666.75,8161.886471494692,7960.8687997081615,337.49075903974887,-1.4671111970694763,-0.8714869721026077,0.8714869721026077,-6.458231603935072,-3.836290471296984,7.076010043369085,18445.0,True
HAL,2024-07-05,5552.0,5341.460379028428,5221.966224675242,193.68318868905442,1.0870309519200414,1.7039877211780377,1.0870309519200414,3.79214014718249,5.94441237976869,-6.9770601112771775,-23241.982642686544,False
SIEMENS,2024-06-04,4854.3,5281.3469009851815,5176.311721013363,220.98067662315617,-1.9325078894270695,-1.457194022274163,1.457194022274163,-8.797291081828098,-6.633535649081495,11.755556928908373,25679.249999999985,True
TRENT,2024-06-04,3025.4,3071.246294751797,3041.5406263395216,108.39800610407383,-0.422944078028331,-0.14890150584527156,0.14890150584527156,-1.515379611019928,-0.5335038784795905,13.1546166305478,23082.82674935442,True
DIXON,2024-06-04,8851.4,9126.023403447376,8925.721350289366,354.2665870678732,-0.7751885542476007,-0.20978933097951952,0.20978933097951952,-3.102598497948081,-0.8396564417986627,28.33620655111713,47654.86874664605,True
CUMMINSIND,2024-06-05,3404.1,3587.2847350647844,3564.8509114830013,168.38802352927158,-1.0878727074846908,-0.954645752790473,0.954645752790473,-5.38129711420888,-4.722273478540623,6.616518069528432,17342.93265357093,True
COCHINSHIP,2024-07-12,2828.75,2597.539343284007,2445.8149072374267,152.4279124867759,1.5168524776330061,2.512237335768771,1.5168524776330061,8.173598116340894,13.537254715424595,-10.777050816563928,-29875.870847408096,False
NBCC,2024-07-04,124.45,108.83367573204427,105.98295548673018,5.595878796884935,2.790683078527164,3.300115171105904,2.790683078527164,12.54827181033004,14.83892688892714,-8.992975165745165,-25427.673253045134,False
BEL,2024-07-05,324.05,309.5261873698094,303.31941249309494,11.225254658527422,1.2938515046656325,1.846781043061396,1.2938515046656325,4.481966557688815,6.397342233268034,-6.928100391005976,-20721.82009964164,False
GVT&D,2024-05-31,1360.35,1288.0496435485402,1237.9821067263547,73.9612198711544,0.9775441316058873,1.6544872229908947,0.9775441316058873,5.314834891863103,8.99532423814792,6.854853530341454,19023.0,True
CAMS,2024-07-19,825.8,798.2093090309515,777.4996249942477,30.816872263041393,0.8953112026926193,1.5673354061852272,0.8953112026926193,3.341086336770212,5.8489192305343,-7.463519559951893,-15285.16864246852,False
NBCC,2024-07-22,123.33,120.32297757178232,117.29929566581758,6.468913023667152,0.46484199388926617,0.9322593010786346,0.46484199388926617,2.438192190235694,4.889892430213587,-10.490412752237331,-32331.62729228841,False
MAZDOCK,2024-07-18,2595.4,2583.130960926537,2427.441438324169,160.41849781652823,0.07648144846422293,1.0470024589553648,0.07648144846422293,0.4727224733552772,6.471394069346956,-6.440240425367961,-15544.950000000008,False
CDSL,2024-07-23,1161.6,1159.0741478062796,1143.2958986362928,44.837249408232786,0.056333790030762394,0.40823426069365887,0.056333790030762394,0.21744595331614253,1.5757663019720303,5.587121212121216,11097.900000000016,True
NBCC,2024-07-23,118.17,120.015409347242,117.37845060528872,7.751847807690927,-0.23806057510714934,0.10211105975609498,0.10211105975609498,-1.5616563825353278,0.6698395487105714,2.234069560802232,5966.4000000000015,True
